role,company_name,job_description,resume_text,resume_keywords,is_selected,callbacks_from_company
DevOps Engineer,Orbit Solutions,"We are hiring a DevOps Engineer for our telecom platform. Required skills: incident response, docker, aws, ci/cd, terraform. Preferred tools: ansible, jenkins, grafana. Responsibilities include managed cloud infrastructure, reduced downtime, and automated deployments.","DevOps Engineer with hands-on experience in fintech. Key strengths include linux, monitoring, aws, ci/cd, kubernetes and practical delivery in production systems. Experience: automated deployments, reduced downtime, and built ci pipelines. Tools used: ansible, github actions, jenkins. Achievements: reduced latency by 63%; improved throughput by 60%. Additional exposure: feature engineering.","kubernetes, docker, linux, ci/cd, incident response, github actions, prometheus, managed cloud infrastructure, improved release reliability",0,0
DevOps Engineer,Nova Works,"We are hiring a DevOps Engineer for our fintech platform. Required skills: monitoring, docker, terraform, kubernetes, aws. Preferred tools: github actions, jenkins, prometheus. Responsibilities include improved release reliability, managed cloud infrastructure, and automated deployments.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include docker, aws, incident response, terraform, ci/cd and practical delivery in production systems. Experience: managed cloud infrastructure, improved release reliability, and reduced downtime. Tools used: prometheus, ansible, jenkins. Achievements: reduced latency by 33%; reduced cloud costs by 66%. Additional exposure: automation testing.","monitoring, incident response, aws, kubernetes, linux, jenkins, prometheus, built ci pipelines, managed cloud infrastructure",1,3
DevOps Engineer,BluePeak Works,"We are hiring a DevOps Engineer for our edtech platform. Required skills: terraform, docker, aws, kubernetes, linux. Preferred tools: grafana, prometheus, github actions. Responsibilities include built ci pipelines, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in telecom. Key strengths include docker, linux, monitoring, ci/cd, incident response and practical delivery in production systems. Experience: built ci pipelines, reduced downtime, and improved release reliability. Tools used: github actions, ansible, jenkins. Achievements: cut incident volume by 52%; increased conversion by 58%. Additional exposure: inference optimization.","docker, kubernetes, linux, ci/cd, monitoring, grafana, github actions, automated deployments, reduced downtime",1,2
DevOps Engineer,Prime Works,"We are hiring a DevOps Engineer for our edtech platform. Required skills: monitoring, linux, kubernetes, incident response, terraform. Preferred tools: ansible, github actions, jenkins. Responsibilities include automated deployments, managed cloud infrastructure, and improved release reliability.","DevOps Engineer with hands-on experience in saas. Key strengths include aws, linux, monitoring, ci/cd, kubernetes and practical delivery in production systems. Experience: built ci pipelines, managed cloud infrastructure, and reduced downtime. Tools used: ansible, prometheus, github actions. Achievements: reduced latency by 16%; reduced latency by 64%. Additional exposure: flask.","aws, linux, ci/cd, incident response, kubernetes, grafana, github actions, reduced downtime, managed cloud infrastructure",1,3
DevOps Engineer,Apex Systems,"We are hiring a DevOps Engineer for our retail platform. Required skills: terraform, kubernetes, aws, linux, incident response. Preferred tools: jenkins, prometheus, github actions. Responsibilities include reduced downtime, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include ci/cd, terraform, kubernetes, aws, docker and practical delivery in production systems. Experience: reduced downtime, automated deployments, and built ci pipelines. Tools used: github actions, prometheus, grafana. Achievements: improved throughput by 58%; increased conversion by 14%. Additional exposure: react.","aws, ci/cd, linux, docker, incident response, jenkins, grafana, built ci pipelines, reduced downtime",1,1
DevOps Engineer,Prime Technologies,"We are hiring a DevOps Engineer for our telecom platform. Required skills: aws, linux, monitoring, incident response, ci/cd. Preferred tools: grafana, github actions, jenkins. Responsibilities include managed cloud infrastructure, reduced downtime, and built ci pipelines.","DevOps Engineer with hands-on experience in edtech. Key strengths include terraform, monitoring, ci/cd, incident response, kubernetes and practical delivery in production systems. Experience: built ci pipelines, managed cloud infrastructure, and improved release reliability. Tools used: grafana, prometheus, ansible. Achievements: reduced cloud costs by 23%; improved model accuracy by 22%. Additional exposure: django.","linux, monitoring, ci/cd, aws, docker, github actions, prometheus, automated deployments, managed cloud infrastructure",1,4
DevOps Engineer,Orbit Labs,"We are hiring a DevOps Engineer for our telecom platform. Required skills: kubernetes, monitoring, ci/cd, linux, incident response. Preferred tools: prometheus, jenkins, github actions. Responsibilities include managed cloud infrastructure, built ci pipelines, and improved release reliability.","DevOps Engineer with hands-on experience in saas. Key strengths include incident response, kubernetes, linux, terraform, monitoring and practical delivery in production systems. Experience: automated deployments, improved release reliability, and built ci pipelines. Tools used: grafana, ansible, jenkins. Achievements: increased conversion by 23%; improved throughput by 52%. Additional exposure: tailwind.","incident response, terraform, linux, ci/cd, docker, jenkins, ansible, improved release reliability, managed cloud infrastructure",0,0
DevOps Engineer,Vertex Labs,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: linux, ci/cd, monitoring, incident response, docker. Preferred tools: jenkins, ansible, grafana. Responsibilities include built ci pipelines, managed cloud infrastructure, and automated deployments.","DevOps Engineer with hands-on experience in logistics. Key strengths include linux, monitoring, aws, kubernetes, terraform and practical delivery in production systems. Experience: managed cloud infrastructure, improved release reliability, and automated deployments. Tools used: prometheus, github actions, grafana. Achievements: increased conversion by 51%; increased conversion by 47%. Additional exposure: ml pipelines.","incident response, docker, aws, kubernetes, linux, grafana, prometheus, managed cloud infrastructure, automated deployments",1,1
DevOps Engineer,Nova Systems,"We are hiring a DevOps Engineer for our telecom platform. Required skills: ci/cd, linux, monitoring, kubernetes, docker. Preferred tools: prometheus, github actions, ansible. Responsibilities include built ci pipelines, improved release reliability, and reduced downtime.","DevOps Engineer with hands-on experience in healthcare. Key strengths include docker, aws, linux, kubernetes, monitoring and practical delivery in production systems. Experience: improved release reliability, reduced downtime, and built ci pipelines. Tools used: jenkins, github actions, grafana. Achievements: improved throughput by 66%; cut incident volume by 25%. Additional exposure: flask.","incident response, kubernetes, monitoring, aws, docker, grafana, ansible, improved release reliability, automated deployments",0,1
DevOps Engineer,Quantum Digital,"We are hiring a DevOps Engineer for our saas platform. Required skills: ci/cd, terraform, incident response, monitoring, docker. Preferred tools: ansible, jenkins, prometheus. Responsibilities include automated deployments, managed cloud infrastructure, and improved release reliability.","DevOps Engineer with hands-on experience in healthcare. Key strengths include linux, incident response, ci/cd, monitoring, aws and practical delivery in production systems. Experience: reduced downtime, automated deployments, and managed cloud infrastructure. Tools used: jenkins, grafana, prometheus. Achievements: increased conversion by 33%; increased conversion by 21%. Additional exposure: fastapi.","terraform, ci/cd, docker, linux, monitoring, jenkins, prometheus, built ci pipelines, improved release reliability",1,3
DevOps Engineer,Orbit Labs,"We are hiring a DevOps Engineer for our saas platform. Required skills: linux, incident response, kubernetes, ci/cd, aws. Preferred tools: github actions, prometheus, grafana. Responsibilities include managed cloud infrastructure, improved release reliability, and reduced downtime.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include monitoring, kubernetes, incident response, ci/cd, linux and practical delivery in production systems. Experience: built ci pipelines, automated deployments, and reduced downtime. Tools used: ansible, grafana, jenkins. Achievements: improved throughput by 13%; saved 18 engineering hours per month. Additional exposure: flask.","terraform, incident response, linux, kubernetes, aws, ansible, github actions, built ci pipelines, reduced downtime",0,0
DevOps Engineer,Apex Digital,"We are hiring a DevOps Engineer for our edtech platform. Required skills: incident response, aws, docker, kubernetes, ci/cd. Preferred tools: github actions, jenkins, prometheus. Responsibilities include built ci pipelines, automated deployments, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in edtech. Key strengths include kubernetes, incident response, aws, terraform, docker and practical delivery in production systems. Experience: automated deployments, managed cloud infrastructure, and improved release reliability. Tools used: prometheus, github actions, grafana. Achievements: cut incident volume by 24%; reduced cloud costs by 58%. Additional exposure: microservices.","docker, monitoring, linux, kubernetes, terraform, jenkins, prometheus, improved release reliability, automated deployments",0,0
DevOps Engineer,Vertex Systems,"We are hiring a DevOps Engineer for our telecom platform. Required skills: linux, terraform, kubernetes, ci/cd, docker. Preferred tools: github actions, prometheus, grafana. Responsibilities include reduced downtime, managed cloud infrastructure, and automated deployments.","DevOps Engineer with hands-on experience in edtech. Key strengths include monitoring, terraform, kubernetes, docker, linux and practical delivery in production systems. Experience: improved release reliability, automated deployments, and built ci pipelines. Tools used: prometheus, github actions, ansible. Achievements: increased conversion by 32%; improved model accuracy by 40%. Additional exposure: redux.","incident response, monitoring, linux, docker, terraform, github actions, grafana, built ci pipelines, managed cloud infrastructure",1,2
DevOps Engineer,Apex Technologies,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: aws, docker, terraform, kubernetes, ci/cd. Preferred tools: jenkins, github actions, grafana. Responsibilities include built ci pipelines, improved release reliability, and reduced downtime.","DevOps Engineer with hands-on experience in banking. Key strengths include terraform, aws, incident response, monitoring, ci/cd and practical delivery in production systems. Experience: managed cloud infrastructure, automated deployments, and improved release reliability. Tools used: ansible, github actions, jenkins. Achievements: cut incident volume by 25%; reduced latency by 27%. Additional exposure: accessibility.","terraform, incident response, monitoring, linux, docker, github actions, grafana, automated deployments, reduced downtime",1,2
DevOps Engineer,Orbit Labs,"We are hiring a DevOps Engineer for our edtech platform. Required skills: linux, monitoring, terraform, docker, aws. Preferred tools: github actions, ansible, prometheus. Responsibilities include reduced downtime, managed cloud infrastructure, and improved release reliability.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include incident response, monitoring, kubernetes, aws, docker and practical delivery in production systems. Experience: improved release reliability, reduced downtime, and managed cloud infrastructure. Tools used: ansible, grafana, jenkins. Achievements: reduced cloud costs by 50%; reduced latency by 35%. Additional exposure: interaction design.","incident response, monitoring, aws, ci/cd, docker, jenkins, ansible, automated deployments, improved release reliability",1,1
DevOps Engineer,Apex Solutions,"We are hiring a DevOps Engineer for our fintech platform. Required skills: ci/cd, kubernetes, docker, linux, terraform. Preferred tools: jenkins, ansible, github actions. Responsibilities include automated deployments, reduced downtime, and improved release reliability.","DevOps Engineer with hands-on experience in banking. Key strengths include incident response, docker, monitoring, linux, aws and practical delivery in production systems. Experience: improved release reliability, built ci pipelines, and automated deployments. Tools used: jenkins, ansible, grafana. Achievements: cut incident volume by 42%; improved model accuracy by 23%. Additional exposure: model serving.","incident response, terraform, docker, kubernetes, linux, ansible, jenkins, automated deployments, reduced downtime",1,2
DevOps Engineer,Vertex Systems,"We are hiring a DevOps Engineer for our banking platform. Required skills: kubernetes, terraform, linux, ci/cd, monitoring. Preferred tools: jenkins, grafana, ansible. Responsibilities include automated deployments, improved release reliability, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in edtech. Key strengths include docker, terraform, ci/cd, monitoring, incident response and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and automated deployments. Tools used: github actions, jenkins, prometheus. Achievements: saved 60 engineering hours per month; improved throughput by 59%. Additional exposure: report automation.","incident response, docker, kubernetes, linux, terraform, ansible, github actions, automated deployments, improved release reliability",0,0
DevOps Engineer,Orbit Solutions,"We are hiring a DevOps Engineer for our banking platform. Required skills: terraform, linux, incident response, monitoring, ci/cd. Preferred tools: jenkins, grafana, github actions. Responsibilities include reduced downtime, improved release reliability, and automated deployments.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include terraform, monitoring, linux, incident response, aws and practical delivery in production systems. Experience: improved release reliability, automated deployments, and built ci pipelines. Tools used: jenkins, ansible, prometheus. Achievements: reduced latency by 48%; cut incident volume by 46%. Additional exposure: design systems.","linux, docker, terraform, monitoring, incident response, prometheus, ansible, reduced downtime, built ci pipelines",1,3
DevOps Engineer,Nova Digital,"We are hiring a DevOps Engineer for our retail platform. Required skills: aws, terraform, monitoring, ci/cd, linux. Preferred tools: prometheus, grafana, jenkins. Responsibilities include reduced downtime, automated deployments, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in saas. Key strengths include ci/cd, aws, linux, docker, incident response and practical delivery in production systems. Experience: automated deployments, reduced downtime, and managed cloud infrastructure. Tools used: ansible, prometheus, jenkins. Achievements: improved model accuracy by 20%; improved throughput by 63%. Additional exposure: accessibility.","monitoring, kubernetes, aws, docker, linux, grafana, prometheus, managed cloud infrastructure, improved release reliability",0,1
DevOps Engineer,Orbit Technologies,"We are hiring a DevOps Engineer for our fintech platform. Required skills: ci/cd, docker, incident response, linux, monitoring. Preferred tools: grafana, ansible, prometheus. Responsibilities include improved release reliability, built ci pipelines, and automated deployments.","DevOps Engineer with hands-on experience in banking. Key strengths include monitoring, aws, linux, terraform, kubernetes and practical delivery in production systems. Experience: built ci pipelines, reduced downtime, and managed cloud infrastructure. Tools used: prometheus, jenkins, github actions. Achievements: reduced cloud costs by 37%; increased conversion by 43%. Additional exposure: flask.","docker, incident response, terraform, ci/cd, aws, jenkins, ansible, built ci pipelines, improved release reliability",1,3
DevOps Engineer,Vertex Solutions,"We are hiring a DevOps Engineer for our telecom platform. Required skills: monitoring, linux, kubernetes, docker, terraform. Preferred tools: jenkins, github actions, grafana. Responsibilities include automated deployments, improved release reliability, and built ci pipelines.","DevOps Engineer with hands-on experience in edtech. Key strengths include linux, ci/cd, monitoring, kubernetes, aws and practical delivery in production systems. Experience: built ci pipelines, improved release reliability, and managed cloud infrastructure. Tools used: jenkins, prometheus, github actions. Achievements: reduced cloud costs by 51%; reduced latency by 39%. Additional exposure: react.","monitoring, terraform, ci/cd, aws, incident response, grafana, prometheus, automated deployments, improved release reliability",0,0
DevOps Engineer,Quantum Solutions,"We are hiring a DevOps Engineer for our logistics platform. Required skills: linux, docker, monitoring, aws, kubernetes. Preferred tools: prometheus, grafana, jenkins. Responsibilities include built ci pipelines, reduced downtime, and automated deployments.","DevOps Engineer with hands-on experience in banking. Key strengths include monitoring, linux, aws, incident response, docker and practical delivery in production systems. Experience: managed cloud infrastructure, reduced downtime, and improved release reliability. Tools used: grafana, prometheus, jenkins. Achievements: saved 22 engineering hours per month; reduced latency by 27%. Additional exposure: next.js.","docker, incident response, linux, aws, monitoring, github actions, ansible, automated deployments, built ci pipelines",1,2
DevOps Engineer,Nex Technologies,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: monitoring, docker, ci/cd, linux, terraform. Preferred tools: github actions, jenkins, prometheus. Responsibilities include automated deployments, managed cloud infrastructure, and built ci pipelines.","DevOps Engineer with hands-on experience in telecom. Key strengths include linux, docker, kubernetes, incident response, aws and practical delivery in production systems. Experience: reduced downtime, managed cloud infrastructure, and improved release reliability. Tools used: jenkins, ansible, grafana. Achievements: saved 32 engineering hours per month; improved throughput by 65%. Additional exposure: monitoring.","docker, kubernetes, linux, incident response, aws, jenkins, prometheus, built ci pipelines, managed cloud infrastructure",0,0
DevOps Engineer,Prime Analytics,"We are hiring a DevOps Engineer for our fintech platform. Required skills: incident response, aws, linux, monitoring, docker. Preferred tools: jenkins, github actions, grafana. Responsibilities include improved release reliability, automated deployments, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in telecom. Key strengths include incident response, aws, ci/cd, linux, monitoring and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and automated deployments. Tools used: jenkins, prometheus, github actions. Achievements: improved throughput by 28%; increased conversion by 49%. Additional exposure: figma.","incident response, ci/cd, kubernetes, monitoring, aws, grafana, prometheus, managed cloud infrastructure, reduced downtime",0,0
DevOps Engineer,Nova Technologies,"We are hiring a DevOps Engineer for our retail platform. Required skills: terraform, docker, ci/cd, aws, linux. Preferred tools: github actions, prometheus, grafana. Responsibilities include managed cloud infrastructure, improved release reliability, and built ci pipelines.","DevOps Engineer with hands-on experience in edtech. Key strengths include incident response, kubernetes, aws, ci/cd, monitoring and practical delivery in production systems. Experience: improved release reliability, reduced downtime, and built ci pipelines. Tools used: grafana, github actions, prometheus. Achievements: saved 59 engineering hours per month; cut incident volume by 58%. Additional exposure: nlp.","monitoring, linux, incident response, ci/cd, kubernetes, github actions, prometheus, automated deployments, built ci pipelines",0,0
DevOps Engineer,Vertex Labs,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: ci/cd, terraform, linux, kubernetes, monitoring. Preferred tools: jenkins, github actions, grafana. Responsibilities include managed cloud infrastructure, improved release reliability, and built ci pipelines.","DevOps Engineer with hands-on experience in fintech. Key strengths include monitoring, kubernetes, ci/cd, terraform, docker and practical delivery in production systems. Experience: improved release reliability, reduced downtime, and built ci pipelines. Tools used: grafana, ansible, jenkins. Achievements: increased conversion by 66%; reduced latency by 17%. Additional exposure: tableau.","linux, aws, incident response, kubernetes, monitoring, github actions, jenkins, automated deployments, reduced downtime",0,0
DevOps Engineer,Vertex Technologies,"We are hiring a DevOps Engineer for our edtech platform. Required skills: aws, incident response, kubernetes, terraform, linux. Preferred tools: prometheus, jenkins, ansible. Responsibilities include reduced downtime, managed cloud infrastructure, and improved release reliability.","DevOps Engineer with hands-on experience in edtech. Key strengths include kubernetes, aws, linux, ci/cd, terraform and practical delivery in production systems. Experience: reduced downtime, improved release reliability, and automated deployments. Tools used: ansible, grafana, jenkins. Achievements: improved throughput by 26%; increased conversion by 52%. Additional exposure: prototyping.","aws, terraform, ci/cd, monitoring, kubernetes, github actions, prometheus, managed cloud infrastructure, improved release reliability",1,1
DevOps Engineer,Apex Works,"We are hiring a DevOps Engineer for our telecom platform. Required skills: linux, monitoring, incident response, aws, docker. Preferred tools: ansible, jenkins, prometheus. Responsibilities include reduced downtime, managed cloud infrastructure, and built ci pipelines.","DevOps Engineer with hands-on experience in logistics. Key strengths include aws, ci/cd, linux, monitoring, docker and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and automated deployments. Tools used: grafana, ansible, prometheus. Achievements: reduced latency by 68%; cut incident volume by 13%. Additional exposure: tableau.","ci/cd, docker, aws, terraform, monitoring, ansible, jenkins, managed cloud infrastructure, built ci pipelines",1,2
DevOps Engineer,Prime Works,"We are hiring a DevOps Engineer for our banking platform. Required skills: terraform, linux, monitoring, kubernetes, incident response. Preferred tools: jenkins, github actions, ansible. Responsibilities include reduced downtime, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in healthcare. Key strengths include incident response, linux, monitoring, docker, kubernetes and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and automated deployments. Tools used: github actions, jenkins, grafana. Achievements: improved model accuracy by 21%; cut incident volume by 44%. Additional exposure: python.","aws, terraform, ci/cd, kubernetes, linux, grafana, prometheus, automated deployments, improved release reliability",0,0
DevOps Engineer,Prime Systems,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: kubernetes, ci/cd, docker, monitoring, aws. Preferred tools: prometheus, github actions, ansible. Responsibilities include managed cloud infrastructure, built ci pipelines, and reduced downtime.","DevOps Engineer with hands-on experience in healthcare. Key strengths include monitoring, incident response, aws, kubernetes, terraform and practical delivery in production systems. Experience: improved release reliability, built ci pipelines, and reduced downtime. Tools used: jenkins, ansible, github actions. Achievements: improved throughput by 25%; increased conversion by 16%. Additional exposure: interaction design.","kubernetes, incident response, terraform, ci/cd, linux, github actions, ansible, built ci pipelines, improved release reliability",1,3
DevOps Engineer,Prime Technologies,"We are hiring a DevOps Engineer for our saas platform. Required skills: ci/cd, monitoring, kubernetes, aws, terraform. Preferred tools: prometheus, grafana, jenkins. Responsibilities include improved release reliability, automated deployments, and built ci pipelines.","DevOps Engineer with hands-on experience in saas. Key strengths include linux, ci/cd, monitoring, aws, terraform and practical delivery in production systems. Experience: managed cloud infrastructure, reduced downtime, and built ci pipelines. Tools used: ansible, prometheus, grafana. Achievements: saved 49 engineering hours per month; saved 30 engineering hours per month. Additional exposure: api testing.","linux, ci/cd, kubernetes, aws, incident response, grafana, prometheus, improved release reliability, automated deployments",1,1
DevOps Engineer,Quantum Solutions,"We are hiring a DevOps Engineer for our logistics platform. Required skills: kubernetes, ci/cd, terraform, monitoring, docker. Preferred tools: github actions, grafana, ansible. Responsibilities include built ci pipelines, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in retail. Key strengths include terraform, aws, ci/cd, linux, monitoring and practical delivery in production systems. Experience: managed cloud infrastructure, improved release reliability, and automated deployments. Tools used: github actions, grafana, prometheus. Achievements: reduced cloud costs by 41%; cut incident volume by 15%. Additional exposure: mongodb.","kubernetes, monitoring, linux, terraform, aws, grafana, ansible, built ci pipelines, managed cloud infrastructure",0,1
DevOps Engineer,Prime Analytics,"We are hiring a DevOps Engineer for our healthcare platform. Required skills: linux, kubernetes, incident response, monitoring, ci/cd. Preferred tools: ansible, github actions, prometheus. Responsibilities include managed cloud infrastructure, built ci pipelines, and improved release reliability.","DevOps Engineer with hands-on experience in saas. Key strengths include ci/cd, monitoring, linux, aws, kubernetes and practical delivery in production systems. Experience: reduced downtime, built ci pipelines, and automated deployments. Tools used: prometheus, jenkins, ansible. Achievements: reduced latency by 54%; reduced cloud costs by 19%. Additional exposure: typescript.","docker, aws, linux, monitoring, terraform, ansible, prometheus, automated deployments, reduced downtime",1,4
DevOps Engineer,Quantum Digital,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: ci/cd, aws, kubernetes, linux, monitoring. Preferred tools: prometheus, grafana, ansible. Responsibilities include reduced downtime, built ci pipelines, and managed cloud infrastructure.","DevOps Engineer with hands-on experience in retail. Key strengths include terraform, aws, ci/cd, kubernetes, monitoring and practical delivery in production systems. Experience: reduced downtime, managed cloud infrastructure, and improved release reliability. Tools used: github actions, jenkins, prometheus. Achievements: increased conversion by 14%; reduced latency by 52%. Additional exposure: react.","terraform, linux, kubernetes, docker, incident response, prometheus, github actions, built ci pipelines, improved release reliability",0,1
DevOps Engineer,Nova Technologies,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: aws, ci/cd, kubernetes, monitoring, incident response. Preferred tools: jenkins, github actions, prometheus. Responsibilities include automated deployments, improved release reliability, and built ci pipelines.","DevOps Engineer with hands-on experience in edtech. Key strengths include docker, incident response, ci/cd, terraform, linux and practical delivery in production systems. Experience: built ci pipelines, reduced downtime, and managed cloud infrastructure. Tools used: jenkins, ansible, grafana. Achievements: cut incident volume by 27%; reduced latency by 60%. Additional exposure: fastapi.","incident response, monitoring, aws, linux, kubernetes, jenkins, prometheus, improved release reliability, reduced downtime",0,1
DevOps Engineer,Vertex Solutions,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: terraform, docker, kubernetes, monitoring, incident response. Preferred tools: ansible, jenkins, github actions. Responsibilities include built ci pipelines, reduced downtime, and improved release reliability.","DevOps Engineer with hands-on experience in edtech. Key strengths include kubernetes, incident response, terraform, linux, docker and practical delivery in production systems. Experience: reduced downtime, built ci pipelines, and automated deployments. Tools used: prometheus, github actions, jenkins. Achievements: saved 63 engineering hours per month; saved 58 engineering hours per month. Additional exposure: java.","incident response, docker, monitoring, linux, terraform, grafana, github actions, improved release reliability, managed cloud infrastructure",1,1
DevOps Engineer,BluePeak Systems,"We are hiring a DevOps Engineer for our fintech platform. Required skills: linux, incident response, monitoring, terraform, kubernetes. Preferred tools: ansible, grafana, jenkins. Responsibilities include automated deployments, reduced downtime, and built ci pipelines.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include ci/cd, aws, terraform, monitoring, linux and practical delivery in production systems. Experience: automated deployments, built ci pipelines, and managed cloud infrastructure. Tools used: ansible, github actions, grafana. Achievements: reduced latency by 40%; increased conversion by 35%. Additional exposure: metrics.","docker, incident response, kubernetes, monitoring, aws, grafana, github actions, improved release reliability, automated deployments",1,4
DevOps Engineer,Vertex Labs,"We are hiring a DevOps Engineer for our banking platform. Required skills: kubernetes, terraform, aws, monitoring, linux. Preferred tools: github actions, jenkins, grafana. Responsibilities include managed cloud infrastructure, automated deployments, and built ci pipelines.","DevOps Engineer with hands-on experience in retail. Key strengths include ci/cd, terraform, monitoring, aws, kubernetes and practical delivery in production systems. Experience: managed cloud infrastructure, built ci pipelines, and automated deployments. Tools used: github actions, prometheus, grafana. Achievements: improved model accuracy by 55%; cut incident volume by 32%. Additional exposure: ml pipelines.","aws, terraform, docker, kubernetes, monitoring, jenkins, ansible, automated deployments, built ci pipelines",0,0
DevOps Engineer,BluePeak Analytics,"We are hiring a DevOps Engineer for our retail platform. Required skills: ci/cd, monitoring, linux, aws, docker. Preferred tools: ansible, jenkins, github actions. Responsibilities include reduced downtime, automated deployments, and improved release reliability.","DevOps Engineer with hands-on experience in retail. Key strengths include terraform, incident response, kubernetes, monitoring, ci/cd and practical delivery in production systems. Experience: reduced downtime, improved release reliability, and automated deployments. Tools used: jenkins, grafana, ansible. Achievements: improved model accuracy by 23%; increased conversion by 22%. Additional exposure: monitoring.","kubernetes, terraform, aws, docker, incident response, ansible, jenkins, reduced downtime, built ci pipelines",0,0
DevOps Engineer,Apex Analytics,"We are hiring a DevOps Engineer for our edtech platform. Required skills: kubernetes, incident response, ci/cd, terraform, monitoring. Preferred tools: ansible, prometheus, jenkins. Responsibilities include reduced downtime, managed cloud infrastructure, and improved release reliability.","DevOps Engineer with hands-on experience in telecom. Key strengths include aws, terraform, linux, ci/cd, incident response and practical delivery in production systems. Experience: reduced downtime, automated deployments, and built ci pipelines. Tools used: grafana, jenkins, ansible. Achievements: improved throughput by 47%; cut incident volume by 42%. Additional exposure: feature engineering.","incident response, aws, terraform, kubernetes, linux, ansible, grafana, improved release reliability, reduced downtime",0,1
DevOps Engineer,Vertex Labs,"We are hiring a DevOps Engineer for our ecommerce platform. Required skills: terraform, docker, incident response, monitoring, linux. Preferred tools: prometheus, jenkins, grafana. Responsibilities include managed cloud infrastructure, automated deployments, and reduced downtime.","DevOps Engineer with hands-on experience in logistics. Key strengths include ci/cd, aws, kubernetes, docker, monitoring and practical delivery in production systems. Experience: reduced downtime, improved release reliability, and automated deployments. Tools used: jenkins, ansible, grafana. Achievements: saved 36 engineering hours per month; reduced latency by 13%. Additional exposure: kpi tracking.","incident response, ci/cd, monitoring, kubernetes, terraform, grafana, ansible, built ci pipelines, improved release reliability",0,0
DevOps Engineer,Apex Systems,"We are hiring a DevOps Engineer for our logistics platform. Required skills: docker, linux, aws, terraform, ci/cd. Preferred tools: jenkins, prometheus, grafana. Responsibilities include improved release reliability, automated deployments, and built ci pipelines.","DevOps Engineer with hands-on experience in fintech. Key strengths include ci/cd, kubernetes, incident response, linux, terraform and practical delivery in production systems. Experience: built ci pipelines, managed cloud infrastructure, and reduced downtime. Tools used: grafana, github actions, jenkins. Achievements: reduced cloud costs by 14%; improved throughput by 29%. Additional exposure: model evaluation.","linux, ci/cd, docker, kubernetes, incident response, ansible, prometheus, built ci pipelines, managed cloud infrastructure",1,3
DevOps Engineer,Quantum Labs,"We are hiring a DevOps Engineer for our logistics platform. Required skills: monitoring, incident response, linux, ci/cd, aws. Preferred tools: jenkins, prometheus, grafana. Responsibilities include built ci pipelines, managed cloud infrastructure, and reduced downtime.","DevOps Engineer with hands-on experience in ecommerce. Key strengths include docker, aws, terraform, ci/cd, linux and practical delivery in production systems. Experience: improved release reliability, managed cloud infrastructure, and built ci pipelines. Tools used: jenkins, prometheus, ansible. Achievements: saved 44 engineering hours per month; saved 37 engineering hours per month. Additional exposure: data cleaning.","docker, linux, aws, kubernetes, incident response, ansible, grafana, managed cloud infrastructure, reduced downtime",1,3
DevOps Engineer,Orbit Analytics,"We are hiring a DevOps Engineer for our banking platform. Required skills: monitoring, linux, aws, incident response, kubernetes. Preferred tools: github actions, jenkins, ansible. Responsibilities include automated deployments, reduced downtime, and improved release reliability.","DevOps Engineer with hands-on experience in edtech. Key strengths include ci/cd, terraform, linux, kubernetes, docker and practical delivery in production systems. Experience: managed cloud infrastructure, reduced downtime, and improved release reliability. Tools used: prometheus, grafana, jenkins. Achievements: reduced cloud costs by 29%; reduced cloud costs by 33%. Additional exposure: regression testing.","monitoring, kubernetes, linux, aws, incident response, jenkins, ansible, reduced downtime, improved release reliability",1,2
